"GPStime","peakFreq","snr","amplitude","centralFreq","duration","bandwidth","chisq","chisqDof","confidence","id","ifo","label","imgUrl","Q-value"
1256924258.142,142.363,15.592,6.12e-23,251.138,0.188,413.778290,0.000,0.000,1.000,"J2kX62vOQx","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/fXwL6dJ6T2/J2kX62vOQx.png",5.657
1259541892.866,217.741,14.146,5.03e-23,563.094,0.078,1016.741882,0.000,0.000,1.000,"Cs4Tqr2Um4","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/pA6v3ipK75/Cs4Tqr2Um4.png",5.657
1266815569.915,269.285,13.845,4.79e-23,460.550,0.031,811.652527,0.000,0.000,1.000,"1TOWjaPk5G","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/1amRLF8pbY/1TOWjaPk5G.png",5.657
1266815569.915,269.285,13.845,4.79e-23,460.550,0.031,811.652527,0.000,0.000,1.000,"Bk6u0pmSkE","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/dushnCGGkT/Bk6u0pmSkE.png",5.657
1266815569.915,269.285,13.845,4.79e-23,460.550,0.031,811.652527,0.000,0.000,1.000,"aRYiyT9nJW","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/N6WrPHnhmU/aRYiyT9nJW.png",5.657
1258458065.595,176.063,11.150,3.83e-23,310.588,0.047,511.728302,0.000,0.000,1.000,"1xi5WEnXU3","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/CNlayBHW43/1xi5WEnXU3.png",5.657
1262119280.165,118.526,8.261,7.34e-23,146.888,0.016,201.967316,0.000,0.000,1.000,"hbzpheDjiX","V1","Blip","https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/fVzUs2zxVC/hbzpheDjiX.png",5.657
1265831585.263,509.363,25.047,1.11e-22,1612.903,0.219,3137.307373,0.000,0.000,1.000,"8yaV3Sozdg","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/jnsWw2Dd7r/8yaV3Sozdg.png",5.657
1262501267.553,269.285,22.431,7.78e-23,553.622,0.094,1035.686157,0.000,0.000,1.000,"xZUw5LdkUD","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/2Ap8TiDQUV/xZUw5LdkUD.png",5.657
1256673877.769,333.030,19.546,8.60e-23,2397.918,0.204,4686.389648,0.000,0.000,1.000,"JqEG6TfVCE","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/ogZ3Jp5jss/JqEG6TfVCE.png",5.657
1258020113.457,217.741,17.218,6.41e-23,377.633,0.094,645.819336,0.000,0.000,1.000,"7abeUILYP3","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/HefhozTlfx/7abeUILYP3.png",5.657
1259504744.213,333.030,12.439,4.75e-23,455.312,0.125,822.127197,0.000,0.000,1.000,"sa7SojfJkJ","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/ykQ8zdSWXc/sa7SojfJkJ.png",5.657
1261411027.124,95.999,12.129,1.04e-22,256.210,0.125,420.612030,0.000,0.000,1.000,"S86NPlBtSe","V1","Blip","https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/MgNtsmWUBq/S86NPlBtSe.png",5.657
1265594811.888,217.741,11.193,3.72e-23,384.110,0.031,632.865112,0.000,0.000,1.000,"STtanLWrci","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/mmafFApWBL/STtanLWrci.png",5.657
1262621080.079,118.526,7.824,7.03e-23,115.437,0.031,170.647934,0.000,0.000,1.000,"oNIpVop53B","V1","Blip","https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/Yz8CW20giZ/oNIpVop53B.png",5.657
1258017110.186,269.285,20.760,7.86e-23,2392.681,0.213,4696.864258,0.000,0.000,1.000,"G4eYxqagac","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/HefhozTlfx/G4eYxqagac.png",5.657
1263677502.235,176.063,16.663,5.71e-23,372.396,0.313,656.293945,0.000,0.000,1.000,"3KckXFQ9vr","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/SW2QY0muDM/3KckXFQ9vr.png",5.657
1267884822.412,217.741,14.241,4.81e-23,563.094,0.063,1016.741882,0.000,0.000,1.000,"7HA05jZdnL","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/zhSfmeDzw6/7HA05jZdnL.png",5.657
1267323058.157,142.363,11.751,4.24e-23,256.375,0.063,403.303650,0.000,0.000,1.000,"sYmyEeVBrv","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/L4PoYQRJBx/sYmyEeVBrv.png",5.657
1263122236.900,217.741,11.625,4.03e-23,310.588,0.031,511.728302,0.000,0.000,1.000,"KywDwseV3u","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/UbeO8jKQj7/KywDwseV3u.png",5.657
1262809282.585,95.999,10.432,8.95e-23,146.888,0.047,201.967316,0.000,0.000,1.000,"KRGusNTlDh","V1","Blip","https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/YY2YqJJYNZ/KRGusNTlDh.png",5.657
1259186305.837,176.063,17.154,6.24e-23,256.375,0.188,403.303650,0.000,0.000,1.000,"OT8BGHIJfR","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/pX0QZ186eb/OT8BGHIJfR.png",5.657
1265731850.349,176.063,15.431,5.20e-23,377.633,0.125,645.819336,0.000,0.000,1.000,"fYFsVlKDzV","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/hJPnuDHWsw/fYFsVlKDzV.png",5.657
1265290395.229,217.741,12.844,4.53e-23,3907.005,0.130,7681.486816,0.000,0.000,1.000,"5jNTq12rLF","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/OskC28DnBp/5jNTq12rLF.png",5.657
1259051978.729,62.976,8.497,1.06e-22,71.925,0.188,69.489693,0.000,0.000,1.000,"bCObGssJCg","V1","Blip","https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/ogf04lhReQ/bCObGssJCg.png",5.657
1267784387.517,217.741,29.271,9.83e-23,553.622,0.375,1035.686157,0.000,0.000,1.000,"i4XY8l1xgD","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/EAFlzvGsEc/i4XY8l1xgD.png",5.657
1265817387.198,333.030,22.490,8.01e-23,1271.132,0.125,2470.705811,0.000,0.000,1.000,"IVTJCnmO4n","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/fxixZ4l2ww/IVTJCnmO4n.png",5.657
1263132292.074,217.741,17.127,5.96e-23,557.857,0.125,1027.216553,0.000,0.000,1.000,"a9H240KHi0","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/pLYnBCGWez/a9H240KHi0.png",5.657
1267219618.728,217.741,16.723,5.73e-23,325.075,0.078,482.753357,0.000,0.000,1.000,"P4TUsFM94U","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/nZORKhlSJr/P4TUsFM94U.png",5.657
1267713340.772,176.063,14.035,4.79e-23,305.350,0.250,522.202942,0.000,0.000,1.000,"nKrInd6ddo","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/AHuwKnjcPh/nKrInd6ddo.png",5.657
1268248684.726,142.363,13.310,4.72e-23,372.396,0.094,656.293945,0.000,0.000,1.000,"kYVgKKanIL","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/K55qvYkNmT/kYVgKKanIL.png",5.657
1263881575.259,95.999,9.074,7.68e-23,123.333,0.063,154.857056,0.000,0.000,1.000,"BV0hptaVFd","V1","Blip","https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/HnzFOJqGG8/BV0hptaVFd.png",5.657
1262887797.678,77.754,7.683,8.03e-23,733.888,0.075,1393.417358,0.000,0.000,1.000,"NxlOmP8ob2","V1","Blip","https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/iAEnxKziFj/NxlOmP8ob2.png",5.657
1261764975.626,269.285,35.672,1.36e-22,837.281,0.313,1603.004517,0.000,0.000,1.000,"uNPZo5CtE6","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/rdas6uqPZ7/uNPZo5CtE6.png",5.657
1266182435.538,411.865,22.669,9.03e-23,846.754,0.094,1584.060181,0.000,0.000,1.000,"2X4sKmHcnl","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/N4qH3kH4NN/2X4sKmHcnl.png",5.657
1266182435.538,411.865,22.669,9.03e-23,846.754,0.094,1584.060181,0.000,0.000,1.000,"3zKqkuQRgv","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/axIY1Ps3DC/3zKqkuQRgv.png",5.657
1266212894.175,411.865,18.225,7.35e-23,689.914,0.125,1270.380249,0.000,0.000,1.000,"zTgLePDxaV","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/Rv57SZJWf5/zTgLePDxaV.png",5.657
1268356195.909,95.999,11.768,9.78e-23,168.075,0.063,275.923279,0.000,0.000,1.000,"S9tO1EXS95","V1","Blip","https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/b1oEk8KZaV/S9tO1EXS95.png",5.657
1257013181.052,95.999,9.220,9.13e-23,168.075,0.047,275.923279,0.000,0.000,1.000,"AXoWYOslTK","V1","Blip","https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/g4NAWCrQh5/AXoWYOslTK.png",5.657
1265420250.025,62.976,7.695,8.32e-23,71.925,0.250,69.489693,0.000,0.000,1.000,"npOc3hKgY9","V1","Blip","https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/cUOnmmYQKS/npOc3hKgY9.png",5.657
1266235256.633,509.363,32.273,1.31e-22,1040.721,0.156,1971.994751,0.000,0.000,1.000,"fCGA5xyAAJ","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/M8pQpeQqDS/fCGA5xyAAJ.png",5.657
1264857366.433,411.865,26.722,1.06e-22,841.516,0.156,1594.534790,0.000,0.000,1.000,"Xk0h7ckt60","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/vNlr92yIR7/Xk0h7ckt60.png",5.657
1260923139.102,217.741,26.511,9.09e-23,680.441,0.375,1289.324585,0.000,0.000,1.000,"pnDBUF97AP","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/aOYaR1dQjr/pnDBUF97AP.png",5.657
1258573218.051,217.741,21.904,7.72e-23,680.441,0.125,1289.324585,0.000,0.000,1.000,"EtuT9dKfJz","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/dy3Go4kU0z/EtuT9dKfJz.png",5.657
1259344689.861,269.285,16.765,6.10e-23,460.550,0.125,811.652527,0.000,0.000,1.000,"XCLnZqusLb","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/RCEFPIfzqJ/XCLnZqusLb.png",5.657
1260867996.700,333.030,15.257,5.63e-23,853.231,0.039,1571.105957,0.000,0.000,1.000,"HST2XuWOsC","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/Ij005JViee/HST2XuWOsC.png",5.657
1256769450.718,146.339,8.196,7.90e-23,3892.468,0.107,7671.584473,0.000,0.000,1.000,"DXg4dJSlcw","V1","Blip","https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/WtsG8gb1M5/DXg4dJSlcw.png",5.657
1262136772.920,77.754,8.033,7.60e-23,94.188,0.078,75.024193,0.000,0.000,1.000,"Y2tttzApKV","V1","Blip","https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/35HCfa41kW/Y2tttzApKV.png",5.657
1265582510.741,176.063,18.974,6.43e-23,305.350,0.313,522.202942,0.000,0.000,1.000,"5bFvpzR0jA","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/ulxa5Z8Z2v/5bFvpzR0jA.png",5.657
1264835573.544,115.113,17.453,6.62e-23,251.138,0.188,413.778290,0.000,0.000,1.000,"0vposNkhm8","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/1WTFPb8E6i/0vposNkhm8.png",5.657
1259412414.780,333.030,12.272,4.37e-23,569.572,0.094,1003.787720,0.000,0.000,1.000,"mtbmaO7Veb","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/UpPOKh5GSp/mtbmaO7Veb.png",5.657
1264905813.749,180.679,10.217,1.05e-22,3474.861,0.263,6875.362305,0.000,0.000,1.000,"WmR98zUHr2","V1","Blip","https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/fAlZQ9426q/WmR98zUHr2.png",5.657
1266507973.720,95.999,9.579,8.50e-23,104.255,0.156,116.700531,0.000,0.000,1.000,"VRm0RlLVBW","V1","Blip","https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/Tcj2Hft58o/VRm0RlLVBW.png",5.657
1260925441.895,629.939,18.349,8.43e-23,1944.170,0.031,3778.892090,0.000,0.000,1.000,"rtlTiZ2jv3","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/k69wl7xzRz/rtlTiZ2jv3.png",5.657
1267107821.908,333.030,9.376,3.48e-23,384.110,0.125,632.865112,0.000,0.000,1.000,"eRUvjWXj5v","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/aK48q2UrT2/eRUvjWXj5v.png",5.657
1259520404.983,333.030,8.933,3.40e-23,383.402,0.023,634.281738,0.000,0.000,1.000,"feHIVntmUJ","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/eMHeiGC5Bx/feHIVntmUJ.png",5.657
1262718815.100,77.754,8.907,8.33e-23,171.608,0.063,268.856903,0.000,0.000,1.000,"NFIC2MIz7n","V1","Blip","https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/vxX28OykZu/NFIC2MIz7n.png",5.657
1266378824.925,95.999,7.952,7.02e-23,210.072,0.207,328.335693,0.000,0.000,1.000,"QhAOJhqFGq","V1","Blip","https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/ktPrnTFoT6/QhAOJhqFGq.png",5.657
1265012138.505,176.063,18.472,6.44e-23,2351.674,0.156,4631.790039,0.000,0.000,1.000,"JEP61JlqDX","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/UoBg3j4Be1/JEP61JlqDX.png",5.657
1263214907.160,333.030,31.163,1.15e-22,1275.367,0.188,2462.236084,0.000,0.000,1.000,"TtF7Cgz9cj","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/gRTQSjND7H/TtF7Cgz9cj.png",5.657
1263275808.532,269.285,30.297,1.06e-22,680.441,0.188,1289.324585,0.000,0.000,1.000,"B8hfhYKQ18","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/LP53avRleW/B8hfhYKQ18.png",5.657
1257364024.268,333.030,27.374,1.04e-22,680.441,0.156,1289.324585,0.000,0.000,1.000,"k7WI2XARvJ","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/SiKXVuWr2e/k7WI2XARvJ.png",5.657
1257257914.000,217.741,27.294,9.47e-23,1459.862,0.125,2861.862793,0.000,0.000,1.000,"HxF3Aj9rCS","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/MoIayCpafF/HxF3Aj9rCS.png",5.657
1263028845.414,411.865,25.320,1.03e-22,1275.367,0.188,2462.236084,0.000,0.000,1.000,"a1SOH4hTNe","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/QWaQZV6yGM/a1SOH4hTNe.png",5.657
1265979404.700,340.053,16.474,2.08e-22,467.351,0.125,821.348877,0.000,0.000,1.000,"FY73XfzcKi","V1","Blip","https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/ibq00Y3SY0/FY73XfzcKi.png",5.657
1256836275.483,176.063,11.681,4.23e-23,467.027,0.094,798.698303,0.000,0.000,1.000,"UvGoPQYNqT","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/Mj9slRtyqS/UvGoPQYNqT.png",5.657
1257560556.518,77.754,11.485,1.12e-22,2794.559,0.204,5514.758789,0.000,0.000,1.000,"qAvN21pqni","V1","Blip","https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/YqV9UHQQfs/qAvN21pqni.png",5.657
1261306050.294,95.999,10.223,9.32e-23,1918.045,0.111,3761.730225,0.000,0.000,1.000,"ZsTLIUH0iY","V1","Blip","https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/JZ6VtbKZsl/ZsTLIUH0iY.png",5.657
1266290641.148,269.285,8.725,3.07e-23,478.069,0.102,820.782104,0.000,0.000,1.000,"jK07iACLuZ","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/OJ4eqF0Izy/jK07iACLuZ.png",5.657
1259842778.814,629.939,15.154,8.91e-23,2054.919,0.027,4021.339600,0.000,0.000,1.000,"35qz3We9Ey","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/bC83h2qjnD/35qz3We9Ey.png",5.657
1268688709.841,115.113,13.126,5.03e-23,372.396,0.063,656.293945,0.000,0.000,1.000,"bq6TtI3ydC","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/s3B6MgzJfJ/bq6TtI3ydC.png",5.657
1268261224.600,217.741,12.713,4.27e-23,305.350,0.063,522.202942,0.000,0.000,1.000,"b6Yf1xTKJF","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/drl8tyiLWu/b6Yf1xTKJF.png",5.657
1263510664.050,142.363,29.136,1.05e-22,1170.746,0.369,2294.705811,0.000,0.000,1.000,"dECzi3SVwO","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/drVxjMpUMi/dECzi3SVwO.png",5.657
1260182903.866,333.030,15.668,6.01e-23,1287.081,0.063,2438.807373,0.000,0.000,1.000,"7UlSSPo0VQ","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/pPymQYNYaG/7UlSSPo0VQ.png",5.657
1257203733.225,217.741,15.379,5.45e-23,680.441,0.047,1289.324585,0.000,0.000,1.000,"RkPddqSi5P","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/7EG3AkZDVW/RkPddqSi5P.png",5.657
1259840290.147,217.741,14.457,5.30e-23,563.094,0.078,1016.741882,0.000,0.000,1.000,"XH1YOZc6UD","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/1EyVp0Cce5/XH1YOZc6UD.png",5.657
1263638046.305,217.741,14.133,4.80e-23,467.027,0.047,798.698303,0.000,0.000,1.000,"JJl1GB91lR","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/4MMlBd7e73/JJl1GB91lR.png",5.657
1263359615.277,217.741,12.868,4.41e-23,256.375,0.094,403.303650,0.000,0.000,1.000,"0k13PTSsGn","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/ddTzPaxwsX/0k13PTSsGn.png",5.657
1265665085.502,77.754,8.811,7.62e-23,123.333,0.023,154.857056,0.000,0.000,1.000,"I5xW9gOsqa","V1","Blip","https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/ET9IvGWymi/I5xW9gOsqa.png",5.657
1262022434.890,411.865,19.903,7.77e-23,841.516,0.094,1594.534790,0.000,0.000,1.000,"zXJk3H5cuI","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/LM9RxeVe5g/zXJk3H5cuI.png",5.657
1265945638.079,509.363,18.443,7.52e-23,2397.918,0.055,4686.389648,0.000,0.000,1.000,"IccLAKHsqK","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/dIJOfAHa0v/IccLAKHsqK.png",5.657
1259993193.677,333.030,17.625,6.90e-23,1040.721,0.156,1971.994751,0.000,0.000,1.000,"Ad61ThjkGI","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/jeG9TLcbzO/Ad61ThjkGI.png",5.657
1264341161.299,333.030,10.955,4.06e-23,853.231,0.125,1571.105957,0.000,0.000,1.000,"XDFCfSDOm6","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/EUWJViMUX5/XDFCfSDOm6.png",5.657
1268606245.181,142.363,10.384,3.71e-23,310.588,0.063,511.728302,0.000,0.000,1.000,"6wsDNquaRS","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/DDmCdNBK6s/6wsDNquaRS.png",5.657
1264972670.335,269.285,27.177,9.13e-23,1035.484,0.250,1982.469360,0.000,0.000,1.000,"hDq3cxSyeo","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/bTgwS5a0pj/hDq3cxSyeo.png",5.657
1261872847.322,509.363,25.779,1.06e-22,2973.983,0.219,5876.407227,0.000,0.000,1.000,"nTg0Q7m9GR","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/tgkPCsgIZW/nTg0Q7m9GR.png",5.657
1259600388.454,217.741,23.952,8.61e-23,2940.655,0.188,5809.750977,0.000,0.000,1.000,"Ui7FsEmAmM","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/NdxzdN63Pg/Ui7FsEmAmM.png",5.657
1257681512.033,509.363,18.701,8.44e-23,1577.273,0.063,3045.099121,0.000,0.000,1.000,"i9IPMW33HH","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/h0Ea9aRYF0/i9IPMW33HH.png",5.657
1259610222.130,269.285,17.522,6.08e-23,3810.395,3.188,7600.789551,0.000,0.000,1.000,"FPFBoXd1WC","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/JffGpykrk7/FPFBoXd1WC.png",5.657
1257686715.390,269.285,17.430,6.77e-23,2348.173,0.189,4607.848633,0.000,0.000,1.000,"jO9Xc5GtqY","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/WFVIoZtoOH/jO9Xc5GtqY.png",5.657
1257686715.390,269.285,17.430,6.77e-23,2348.173,0.189,4607.848633,0.000,0.000,1.000,"cthVIGWleW","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/5L2epyXfwn/cthVIGWleW.png",5.657
1257686715.390,269.285,17.430,6.77e-23,2348.173,0.189,4607.848633,0.000,0.000,1.000,"jhYhd76y1j","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/n2OqTkeGzk/jhYhd76y1j.png",5.657
1257686715.390,269.285,17.430,6.77e-23,2348.173,0.189,4607.848633,0.000,0.000,1.000,"gVhTkgVs42","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/riLPrYT5zd/gVhTkgVs42.png",5.657
1258849578.223,269.285,14.350,5.19e-23,684.676,0.063,1280.854858,0.000,0.000,1.000,"x6yUdTlgfd","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/B2ySIzCkTH/x6yUdTlgfd.png",5.657
1258522413.883,779.059,16.954,8.34e-23,2392.681,0.047,4696.864258,0.000,0.000,1.000,"SE4NHIr5SR","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/MDmYQ5dkIF/SE4NHIr5SR.png",5.657
1262551312.396,77.754,9.865,9.58e-23,123.333,0.047,154.857056,0.000,0.000,1.000,"vAtLOqfmZy","V1","Blip","https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/K5iJC2TzUa/vAtLOqfmZy.png",5.657
1261048650.403,176.063,16.664,5.90e-23,368.161,0.188,664.763672,0.000,0.000,1.000,"CI58rR9T8Z","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/sFNzTnLC1e/CI58rR9T8Z.png",5.657
1265501790.271,51.007,7.940,1.08e-22,68.391,0.023,76.556038,0.000,0.000,1.000,"AoRfuw4iaZ","V1","Blip","https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/1LFMxZfbDq/AoRfuw4iaZ.png",5.657
1263241366.922,269.285,22.902,7.95e-23,2112.246,0.233,4135.994629,0.000,0.000,1.000,"pcV8kJOB3z","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/ulYE6JpwdT/pcV8kJOB3z.png",5.657
1256820809.783,333.030,21.089,7.87e-23,1040.721,0.188,1971.994751,0.000,0.000,1.000,"u1Lsx3dEZB","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/Gg2OALEeFn/u1Lsx3dEZB.png",5.657
1258672795.187,95.999,19.876,1.74e-22,2385.613,0.331,4710.999512,0.000,0.000,1.000,"1jCFBqCU27","V1","Blip","https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/WlukVsGJUd/1jCFBqCU27.png",5.657
1259176791.998,411.865,12.421,5.30e-23,557.857,0.078,1027.216553,0.000,0.000,1.000,"WSNfD3J3A2","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/pX0QZ186eb/WSNfD3J3A2.png",5.657
1260300025.237,115.113,10.871,4.30e-23,256.375,0.063,403.303650,0.000,0.000,1.000,"S4i8nDDBuN","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/nG3ddUo2D8/S4i8nDDBuN.png",5.657
1266729490.838,411.865,28.629,1.14e-22,1577.273,0.156,3045.099121,0.000,0.000,1.000,"XDdBZ4SUqR","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/8Z3k6z5NaE/XDdBZ4SUqR.png",5.657
1258279944.061,509.363,16.864,8.30e-23,1035.484,0.047,1982.469360,0.000,0.000,1.000,"RRvavriB91","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/FDUfLEINYj/RRvavriB91.png",5.657
